A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,0.0,0.5549289573066435,0.8888888888888888,1,53.55552,4970,4814,0.36363636363636365,0.0006585262369221057,8,9
#,#,#,#,#,#,#,1.0,#,#,1.0,1.0,0.08825375108068294,0.6153846153846154,1,75.12353016355428,4975,4818,0.18181818181818182,0.0009237295356838977,24,39
1.0,1.0,0.0,#,#,#,#,#,#,#,#,1.0,0.06092699470458736,0.5714285714285714,1,63.460278104590905,4983,4822,0.2727272727272727,0.0007803165413060417,12,21
1.0,#,0.0,#,0.0,#,#,#,#,1.0,#,1.0,0.620921323059155,0.9090909090909091,2,60.9402496,4983,4845,0.36363636363636365,0.0014986598298805372,10,11
#,1.0,0.0,#,#,0.0,#,#,#,1.0,#,1.0,0.13168724279835387,0.6666666666666666,1,61.51679232,4983,4845,0.36363636363636365,0.0007564191656435843,8,12
#,1.0,0.0,0.0,#,#,#,#,#,0.0,#,0.0,1.0,1.0,1,81.716288,4976,4851,0.36363636363636365,0.0010047950170567483,10,10
#,0.0,0.0,1.0,1.0,#,#,1.0,#,#,#,0.0,0.0,0.0,1,98.0,4860,4860,0.45454545454545453,0.0012050218393615888,0,5
0.0,1.0,#,0.0,0.0,#,0.0,#,#,#,#,0.0,1.0,1.0,1,83.0,4924,4861,0.45454545454545453,0.0010205797210919578,2,2
1.0,0.0,#,#,#,#,#,#,1.0,0.0,#,1.0,0.20346349914002398,0.7272727272727273,1,75.47511039999999,4959,4862,0.36363636363636365,0.0009280526159206833,8,11
0.0,0.0,0.0,0.0,#,#,#,#,#,#,#,1.0,0.0,0.0,2,66.00800000000001,4866,4866,0.36363636363636365,0.00162328737903224,0,7
0.0,1.0,#,#,#,0.0,#,#,#,0.0,#,0.0,0.512908935546875,0.875,1,74.3232,4976,4876,0.36363636363636365,0.000913888562971829,7,8
1.0,#,1.0,#,#,0.0,#,#,#,#,1.0,1.0,0.13168724279835387,0.6666666666666666,1,72.80569344,4974,4880,0.36363636363636365,0.0008952290880108649,8,12
0.0,1.0,#,0.0,#,1.0,#,#,#,1.0,#,1.0,1.0,1.0,1,75.0,4962,4881,0.45454545454545453,0.0009222105913481547,1,1
1.0,0.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.010240000000000003,0.4,1,73.06828800000001,4936,4892,0.36363636363636365,0.0008984579878036971,4,10
#,#,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,#,0.0,0.1,1.0,1,61.5,4898,4898,0.7272727272727273,0.0007562126849054868,0,0
0.0,1.0,#,#,1.0,1.0,#,1.0,#,#,#,1.0,0.13168724279835387,0.6666666666666666,1,72.0,4980,4899,0.45454545454545453,0.0008853221676942285,2,3
#,#,1.0,#,1.0,#,1.0,#,#,0.0,#,1.0,0.401877572016461,0.8333333333333334,1,78.44,4966,4901,0.36363636363636365,0.00096450931713799,5,6
0.0,#,0.0,0.0,0.0,0.0,#,#,#,#,#,1.0,0.0,0.0,1,82.66666666666667,4905,4905,0.45454545454545453,0.0010164810073526327,0,3
0.0,#,0.0,0.0,#,0.0,#,#,0.0,#,#,1.0,0.0,0.0,1,80.5,4905,4905,0.45454545454545453,0.0009898393680470192,0,2
0.0,1.0,#,#,0.0,#,1.0,#,#,#,#,1.0,1.0,1.0,1,69.8,4934,4907,0.36363636363636365,0.0008582706570146826,5,5
#,1.0,1.0,#,#,#,#,#,#,#,0.0,0.0,0.3276800000000001,0.8,1,58.906688,4998,4911,0.2727272727272727,0.0007055938981219206,8,10
#,0.0,1.0,#,#,#,#,#,0.0,#,#,0.0,0.2373046875,0.75,1,75.62597631999999,4994,4915,0.2727272727272727,0.0009299076845779832,9,12
1.0,1.0,#,0.0,#,#,#,#,#,0.0,#,0.0,0.1,1.0,1,79.024,4919,4919,0.36363636363636365,0.0009716902636092877,0,0
#,1.0,0.0,#,#,#,#,#,#,0.0,0.0,0.0,1.0,1.0,1,77.2,4944,4919,0.36363636363636365,0.0009492621020277006,5,5
0.0,#,#,1.0,0.0,#,1.0,#,#,#,#,1.0,0.004115226337448558,0.3333333333333333,1,63.666666666666664,4934,4920,0.36363636363636365,0.0007828543242111002,1,3
0.0,#,0.0,#,#,1.0,1.0,1.0,#,0.0,#,1.0,1.0,1.0,1,97.0,4953,4920,0.5454545454545454,0.0011927256981436134,1,1
#,0.0,#,1.0,1.0,#,#,#,#,#,1.0,1.0,0.010240000000000003,0.4,1,63.6,4922,4922,0.36363636363636365,0.0007820345814632352,2,5
0.0,0.0,0.0,#,1.0,#,#,#,#,#,#,1.0,0.004115226337448558,0.3333333333333333,1,72.0,4953,4926,0.36363636363636365,0.0008853221676942285,1,3
1.0,#,1.0,#,#,#,#,0.0,1.0,#,#,1.0,0.06092699470458736,0.5714285714285714,1,50.504000000000005,4965,4930,0.36363636363636365,0.0006010353827346374,4,7
1.0,#,1.0,#,1.0,#,#,#,1.0,0.0,#,1.0,0.13168724279835387,0.6666666666666666,1,76.66666666666667,4966,4930,0.45454545454545453,0.0009427041600447804,2,3
1.0,0.0,1.0,#,#,#,#,#,#,#,#,1.0,0.014458261438686257,0.42857142857142855,1,69.70918266880001,4997,4936,0.2727272727272727,0.0008962224305003604,6,14
1.0,0.0,#,1.0,1.0,0.0,#,#,0.0,1.0,#,0.0,0.03806190985935516,0.8243243243243243,1,65.02302479334845,4940,4940,0.6363636363636364,0.000799532295278928,0,0
1.0,1.0,#,#,#,#,#,0.0,#,1.0,#,1.0,0.13168724279835387,0.6666666666666666,1,58.90208,4983,4941,0.36363636363636365,0.0007242682937124842,6,9
1.0,#,0.0,#,0.0,0.0,#,#,#,1.0,1.0,0.0,0.0,0.0,1,64.33333333333333,4941,4941,0.5454545454545454,0.0007910517516897503,0,3
0.0,#,#,1.0,#,1.0,#,#,#,1.0,#,1.0,0.13168724279835387,0.6666666666666666,1,66.0,4980,4942,0.36363636363636365,0.0008115453203863761,2,3
0.0,1.0,0.0,#,1.0,#,#,#,#,0.0,0.0,0.0,0.1,1.0,1,75.6,4944,4944,0.5454545454545454,0.0009295882760789398,0,0
1.0,0.0,#,#,#,#,#,0.0,#,#,#,0.0,0.13168724279835387,0.6666666666666666,1,60.564800000000005,4989,4954,0.2727272727272727,0.0007556716546918959,6,9
1.0,#,#,#,#,#,#,1.0,#,#,#,0.0,0.03125,0.5,1,75.02239999999999,4998,4959,0.18181818181818182,0.0009532952363471964,4,8
1.0,#,#,#,#,0.0,#,#,0.0,#,0.0,0.0,0.2373046875,0.75,1,64.75,4998,4960,0.36363636363636365,0.0007951504654290756,3,4
0.0,0.0,1.0,#,#,1.0,0.0,0.0,1.0,#,#,1.0,0.1,1.0,1,70.00856090772754,4961,4961,0.6363636363636364,0.0008608351513886496,0,0
#,0.0,#,#,1.0,#,#,#,#,#,#,0.0,0.03125,0.5,1,63.150400000000005,4989,4961,0.18181818181818182,0.0007954127831083924,4,8
1.0,#,1.0,1.0,1.0,#,#,#,1.0,#,#,1.0,0.13168724279835387,0.6666666666666666,1,60.333333333333336,4966,4965,0.45454545454545453,0.0007623607555144746,2,3
1.0,#,1.0,1.0,1.0,#,#,#,#,#,1.0,1.0,0.0,0.0,1,65.0,4966,4966,0.45454545454545453,0.0007992491791684007,0,1
1.0,1.0,1.0,#,#,#,#,#,1.0,#,#,1.0,0.004115226337448558,0.3333333333333333,1,53.666666666666664,4974,4966,0.36363636363636365,0.0006598929120313462,1,3
#,1.0,1.0,#,#,#,1.0,#,#,#,1.0,0.0,0.055169511438541624,0.8878504672897196,1,81.64380407957624,4975,4975,0.36363636363636365,0.0010039037445351852,0,0
#,#,0.0,1.0,#,1.0,#,#,#,1.0,#,0.0,0.1,1.0,1,83.6284979402046,4980,4980,0.36363636363636365,0.0010283078205199202,0,0
#,1.0,0.0,#,0.0,#,#,0.0,#,1.0,#,1.0,1.0,1.0,1,62.0,4983,4983,0.45454545454545453,0.0007623607555144746,3,3
0.0,0.0,1.0,#,0.0,#,#,1.0,#,#,#,1.0,0.1,1.0,1,69.56405467758661,4984,4984,0.45454545454545453,0.0008553694400105669,0,0
1.0,0.0,0.0,#,#,#,#,#,1.0,#,#,0.0,0.026412312823360453,0.7662337662337663,1,59.255867184098044,4989,4989,0.36363636363636365,0.0007286185108892636,0,0
